,Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group
18,BGC0000018.1,BGC0000113.1,0.3714525997638702,0.3950718343257904,0.8571428656578064,0.5576124787330627,0.8095238208770752,0.5059283971786499,0.2755926847457886,42,16,T1PKS - T1PKS,T1PKS
19,BGC0000073.1,BGC0001709.1,0.4499272108078003,0.3025800585746765,0.5652173757553101,0.5477805137634277,0.4705882370471954,0.5172870755195618,0.2655782401561737,109,38,T1PKS - T1PKS,T1PKS
20,BGC0000084.1,BGC0000105.1,0.4989787936210632,0.2510222494602203,0.5600000023841858,0.4851714372634887,0.4545454680919647,0.5658290982246399,0.3154628276824951,86,22,T1PKS - T1PKS,T1PKS
21,BGC0000087.1,BGC0001648.1,0.2139513790607452,0.617872416973114,0.7586206793785095,0.7951056361198425,0.7435897588729858,0.2412609606981277,0.0760960429906845,85,24,T1PKS - T1PKS,T1PKS
22,BGC0000126.1,BGC0001348.1,0.4987816214561462,0.2512198388576507,0.5384615659713745,0.4897385239601135,0.5277777910232544,0.575756311416626,0.3052341639995575,72,23,T1PKS - T1PKS,T1PKS
23,BGC0000094.1,BGC0000166.1,0.4155439734458923,0.3415888249874115,0.9230769276618958,0.480511337518692,0.8095238208770752,0.577785074710846,0.3664605915546417,42,16,T1PKS - T1PKS,T1PKS
24,BGC0000094.1,BGC0000113.1,0.4643481075763702,0.2869229614734649,0.800000011920929,0.4537753760814667,0.739130437374115,0.6058927774429321,0.3821372389793396,44,16,T1PKS - T1PKS,T1PKS
25,BGC0001523.1,BGC0001700.1,0.2744729816913605,0.526389479637146,0.6785714030265808,0.7406684160232544,0.6666666865348816,0.2793411910533905,0.1982766836881637,119,39,T1PKS - T1PKS,T1PKS
26,NZ_JAAMPB010000003.1.region001,NZ_KZ819172.1.region008,0.0052472739480435,0.989533007144928,1.0,0.9930956959724426,1.0,0.0071023670025169,0.0052373125217854,101,12,T1PKS - T1PKS,T1PKS
27,BGC0000058.1,BGC0000126.1,0.432292491197586,0.3222918212413788,0.7777777910232544,0.5036187767982483,0.692307710647583,0.5433213114738464,0.3609772324562073,75,26,T1PKS - T1PKS,T1PKS
28,BGC0000166.1,BGC0001812.1,0.4684257209300995,0.2825711965560913,0.2926829159259796,0.6059439182281494,0.3333333432674408,0.4554149806499481,0.2291541546583175,43,16,T1PKS - T1PKS,T1PKS
29,BGC0000094.1,NZ_CP059991.1.region019,0.0018543166806921,0.9962947964668274,1.0,0.9975600838661194,1.0,0.002901091473177,0.0012210012646391,37,14,T1PKS - T1PKS,T1PKS
30,NZ_CP023693.1.region008,NZ_LQYF01000002.1.region006,0.003392297308892,0.9932268857955932,1.0,0.99553644657135,1.0,0.0046319980174303,0.0031019209418445,97,12,T1PKS - T1PKS,T1PKS
31,BGC0000166.1,BGC0001830.1,0.4459059238433838,0.3070202469825744,0.4137931168079376,0.5978179574012756,0.4358974397182464,0.4636032879352569,0.2409513443708419,42,16,T1PKS - T1PKS,T1PKS
32,NZ_CP023693.1.region008,NZ_JAAMPB010000003.1.region001,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,101,12,T1PKS - T1PKS,T1PKS
33,BGC0000073.1,BGC0001700.1,0.4810869693756103,0.2692707180976867,0.40625,0.5550141334533691,0.3863636255264282,0.5027199983596802,0.2775567770004272,116,40,T1PKS - T1PKS,T1PKS
34,BGC0000050.1,BGC0001742.1,0.4860613942146301,0.2641328871250152,0.6190476417541504,0.4830019176006317,0.5333333611488342,0.5785290002822876,0.342660516500473,51,18,T1PKS - T1PKS,T1PKS
35,NZ_CP029194.1.region017,NZ_CP059991.1.region019,0.0947417020797729,0.8194925785064697,0.9756097793579102,0.8839184045791626,0.942307710647583,0.1355480253696441,0.0187493432313203,70,14,T1PKS - T1PKS,T1PKS
36,BGC0000058.1,BGC0000109.1,0.4171091914176941,0.3397616744041443,0.75,0.535425066947937,0.5483871102333069,0.5301305651664734,0.262865275144577,80,26,T1PKS - T1PKS,T1PKS
37,BGC0000073.1,BGC0000114.1,0.4937650859355926,0.2562737762928009,0.7058823704719543,0.4467266201972961,0.5714285969734192,0.6136823892593384,0.3688669204711914,116,38,T1PKS - T1PKS,T1PKS
38,BGC0000126.1,BGC0001495.1,0.4866273403167724,0.2635514736175537,0.5,0.5171711444854736,0.5161290168762207,0.5492973923683167,0.2978729903697967,64,23,T1PKS - T1PKS,T1PKS
39,BGC0000018.1,BGC0001169.1,0.4811142683029175,0.2692424058914184,0.6000000238418579,0.4924909770488739,0.6296296119689941,0.5867290496826172,0.2797513902187347,46,16,T1PKS - T1PKS,T1PKS
40,NZ_CP023693.1.region008,NZ_KZ819172.1.region008,0.0052472739480435,0.989533007144928,1.0,0.9930956959724426,1.0,0.0071023670025169,0.0052373125217854,101,12,T1PKS - T1PKS,T1PKS
41,BGC0000018.1,BGC0001812.1,0.4667128622531891,0.284395158290863,0.2926829159259796,0.6081976890563965,0.3333333432674408,0.4496304094791412,0.2327751070261001,44,16,T1PKS - T1PKS,T1PKS
42,BGC0000166.1,BGC0001169.1,0.4764253795146942,0.2741303741931915,0.6000000238418579,0.4970111548900604,0.692307710647583,0.5791534185409546,0.2887759804725647,45,16,T1PKS - T1PKS,T1PKS
43,BGC0000018.1,BGC0000102.1,0.4842588603496551,0.2659889161586761,0.4615384638309479,0.5322215557098389,0.4857142865657806,0.5422667264938354,0.2629355490207672,44,16,T1PKS - T1PKS,T1PKS
44,BGC0000086.1,BGC0000087.1,0.0781491994857788,0.8498088717460632,0.8214285969734192,0.954553723335266,0.7837837934494019,0.0522988922894001,0.0211765468120574,85,24,T1PKS - T1PKS,T1PKS
45,NZ_CP027022.1.region016,NZ_LQYF01000002.1.region006,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,97,12,T1PKS - T1PKS,T1PKS
46,BGC0000035.1,BGC0000102.1,0.4820136129856109,0.2683098912239074,0.6538461446762085,0.4760359227657318,0.6176470518112183,0.5823878049850464,0.3304354250431061,53,16,T1PKS - T1PKS,T1PKS
47,BGC0000047.1,BGC0001396.1,0.1086674705147743,0.7944737076759338,0.970588207244873,0.8683908581733704,0.8913043737411499,0.1452680975198745,0.0729561299085617,73,17,T1PKS - T1PKS,T1PKS
48,BGC0000050.1,BGC0000126.1,0.4863181412220001,0.263869047164917,0.7222222089767456,0.450263649225235,0.6296296119689941,0.6024639010429382,0.4011405110359192,62,22,T1PKS - T1PKS,T1PKS
49,BGC0000018.1,BGC0001830.1,0.4418065547943115,0.311579942703247,0.4137931168079376,0.6032118797302246,0.4358974397182464,0.4558652937412262,0.238018199801445,43,16,T1PKS - T1PKS,T1PKS
50,BGC0000113.1,BGC0000166.1,0.3799931704998016,0.3844084739685058,0.8571428656578064,0.5463749170303345,0.8095238208770752,0.5243409872055054,0.2635761797428131,43,16,T1PKS - T1PKS,T1PKS
51,BGC0000126.1,BGC0001828.1,0.4824945628643036,0.2678118646144867,0.6363636255264282,0.483161062002182,0.5151515007019043,0.5608130693435669,0.3946885168552398,75,27,T1PKS - T1PKS,T1PKS
52,BGC0000126.1,BGC0001653.1,0.46022430062294,0.2913577854633331,0.5652173757553101,0.532184362411499,0.5483871102333069,0.5271929502487183,0.2948469519615173,67,23,T1PKS - T1PKS,T1PKS
53,BGC0000114.1,BGC0001648.1,0.4727332293987274,0.2780102491378784,0.6470588445663452,0.490018218755722,0.625,0.5683873295783997,0.3230839967727661,64,20,T1PKS - T1PKS,T1PKS
54,NZ_CP027022.1.region016,NZ_KZ819172.1.region008,0.004301079083234,0.991416335105896,1.0,0.9943406581878662,1.0,0.005835561081767,0.0042346571572124,97,12,T1PKS - T1PKS,T1PKS
55,BGC0000115.1,BGC0001709.1,0.1269038468599319,0.7622969150543213,0.9166666865348816,0.8595364093780518,0.9090909361839294,0.1640741229057312,0.0659040287137031,120,38,T1PKS - T1PKS,T1PKS
56,BGC0001812.1,BGC0001830.1,0.2689752876758575,0.5343971252441406,0.7666666507720947,0.7249926328659058,0.5681818127632141,0.317705899477005,0.1202251017093658,58,16,T1PKS - T1PKS,T1PKS
57,NZ_CP027022.1.region016,NZ_JAAMPB010000003.1.region001,0.003392297308892,0.9932268857955932,1.0,0.99553644657135,1.0,0.0046319980174303,0.0031019209418445,97,12,T1PKS - T1PKS,T1PKS
58,BGC0000073.1,BGC0000117.1,0.4870578646659851,0.2631096243858337,0.5652173757553101,0.4988429248332977,0.4736842215061188,0.5569515824317932,0.3440515100955963,107,38,T1PKS - T1PKS,T1PKS
59,BGC0000018.1,BGC0000050.1,0.4602722525596618,0.2913060486316681,0.7333333492279053,0.481440007686615,0.625,0.580015242099762,0.3580935001373291,47,18,T1PKS - T1PKS,T1PKS
60,BGC0001709.1,BGC0001828.1,0.488730639219284,0.2613963484764099,0.875,0.4011267125606537,0.695652186870575,0.6476359963417053,0.4403944313526153,52,16,T1PKS - T1PKS,T1PKS
61,BGC0000035.1,BGC0001396.1,0.2159202545881271,0.6147810220718384,0.7941176295280457,0.7823569178581238,0.739130437374115,0.2450867593288421,0.1078683957457542,68,17,T1PKS - T1PKS,T1PKS
62,BGC0000050.1,BGC0000113.1,0.4723337888717651,0.2784316539764404,0.75,0.4585520327091217,0.7083333134651184,0.6037936806678772,0.3682654201984405,50,18,T1PKS - T1PKS,T1PKS
63,BGC0000116.1,BGC0001773.1,0.4940226972103119,0.2560130357742309,0.5882353186607361,0.4852470755577087,0.3888888955116272,0.5543712377548218,0.3823444545269012,127,38,T1PKS - T1PKS,T1PKS
64,BGC0000058.1,BGC0000059.1,0.4970456957817077,0.2529630362987518,0.5416666865348816,0.4954808056354522,0.3611111044883728,0.5777913928031921,0.2794688045978546,86,28,T1PKS - T1PKS,T1PKS
65,BGC0000018.1,BGC0000166.1,0.2766067087650299,0.5232978463172913,1.0,0.6388139128684998,0.8947368264198303,0.4283867478370666,0.184784397482872,42,16,T1PKS - T1PKS,T1PKS
66,BGC0000100.1,BGC0001670.1,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,94,26,T1PKS - T1PKS,T1PKS
67,BGC0000096.1,BGC0000113.1,0.2155296802520752,0.6153936982154846,1.0,0.7164083123207092,1.0,0.3198209702968597,0.186225488781929,43,16,T1PKS - T1PKS,T1PKS
68,BGC0000051.1,BGC0000094.1,0.4878772795200348,0.2622697055339813,0.6470588445663452,0.4709446728229522,0.5925925970077515,0.5992922782897949,0.3417567908763885,40,15,T1PKS - T1PKS,T1PKS
69,BGC0000035.1,BGC0001830.1,0.4306548237800598,0.3241539299488067,0.4482758641242981,0.606908917427063,0.4736842215061188,0.449362188577652,0.2418624013662338,43,16,T1PKS - T1PKS,T1PKS
70,BGC0000018.1,BGC0000051.1,0.4890104532241821,0.2611103057861328,0.6875,0.454701155424118,0.7083333134651184,0.6097177863121033,0.3681467771530151,44,16,T1PKS - T1PKS,T1PKS
71,BGC0000073.1,BGC0001523.1,0.4429980516433716,0.3102511465549469,0.4814814925193786,0.5818251371383667,0.4444444477558136,0.4804686903953552,0.2411291301250457,108,38,T1PKS - T1PKS,T1PKS
72,BGC0000035.1,BGC0000047.1,0.1502265930175781,0.7221148610115051,0.90625,0.8326044082641602,0.8809523582458496,0.1980462223291397,0.0428772866725921,65,16,T1PKS - T1PKS,T1PKS
73,BGC0000018.1,BGC0001396.1,0.4884067177772522,0.2617276906967163,0.3000000119209289,0.5777037143707275,0.3269230723381042,0.4839649200439453,0.2590557336807251,45,17,T1PKS - T1PKS,T1PKS
74,BGC0000018.1,BGC0000094.1,0.4200091660022735,0.3363893628120422,0.9230769276618958,0.4746361076831817,0.8095238208770752,0.587216854095459,0.3591340184211731,43,16,T1PKS - T1PKS,T1PKS
75,NZ_JAAMPB010000003.1.region001,NZ_LQYF01000002.1.region006,0.003392297308892,0.9932268857955932,1.0,0.99553644657135,1.0,0.0046319980174303,0.0031019209418445,97,12,T1PKS - T1PKS,T1PKS
76,BGC0000058.1,BGC0001670.1,0.4802981913089752,0.2700899839401245,0.5600000023841858,0.5113251209259033,0.3947368562221527,0.5558850765228271,0.2715342342853546,84,26,T1PKS - T1PKS,T1PKS
77,BGC0000073.1,BGC0000116.1,0.4578240513801574,0.2939547598361969,0.5199999809265137,0.5485773682594299,0.5428571701049805,0.5132939219474792,0.2772060930728912,107,38,T1PKS - T1PKS,T1PKS
78,BGC0000018.1,BGC0000124.1,0.4928172826766968,0.2572343051433563,0.550000011920929,0.4958544671535492,0.4666666686534881,0.5693071484565735,0.3316588997840881,45,17,T1PKS - T1PKS,T1PKS
79,BGC0000109.1,BGC0001828.1,0.4863251745700836,0.2638618350028991,0.625,0.4828758537769317,0.4594594538211822,0.5863009095191956,0.2856481373310089,87,26,T1PKS - T1PKS,T1PKS
80,BGC0000113.1,BGC0001830.1,0.4693329036235809,0.2816075384616852,0.4333333373069763,0.5618961453437805,0.4146341383457184,0.4950424134731293,0.2815228104591369,44,16,T1PKS - T1PKS,T1PKS
81,BGC0000047.1,BGC0001812.1,0.4880315065383911,0.2621117532253265,0.4399999976158142,0.5351100564002991,0.4242424368858337,0.514358639717102,0.3350346088409424,42,16,T1PKS - T1PKS,T1PKS
82,BGC0000114.1,BGC0001670.1,0.4521137177944183,0.3001793622970581,0.550000011920929,0.5485345721244812,0.5,0.4957485795021057,0.2984872758388519,76,22,T1PKS - T1PKS,T1PKS
83,BGC0000166.1,BGC0001742.1,0.4872974455356598,0.2628639042377472,0.6000000238418579,0.4853298664093017,0.5925925970077515,0.5868998765945435,0.3115239143371582,45,16,T1PKS - T1PKS,T1PKS
84,BGC0000058.1,BGC0001653.1,0.4893594682216644,0.2607537508010864,0.6190476417541504,0.4772709310054779,0.5862069129943848,0.5751002430915833,0.3676297962665558,77,26,T1PKS - T1PKS,T1PKS
85,NZ_CP023693.1.region008,NZ_CP027022.1.region016,0.003392297308892,0.9932268857955932,1.0,0.99553644657135,1.0,0.0046319980174303,0.0031019209418445,97,12,T1PKS - T1PKS,T1PKS
86,BGC0000050.1,BGC0000124.1,0.4754216969013214,0.2751823961734772,0.6499999761581421,0.4871644377708435,0.5666666626930237,0.5773559212684631,0.3300279378890991,51,18,T1PKS - T1PKS,T1PKS
87,BGC0000018.1,BGC0001742.1,0.485687106847763,0.2645177543163299,0.6000000238418579,0.4874487519264221,0.5925925970077515,0.5867587327957153,0.2992047667503357,46,16,T1PKS - T1PKS,T1PKS
88,BGC0000058.1,BGC0001828.1,0.4633378684520721,0.2880062162876129,0.6190476417541504,0.5149746537208557,0.4545454680919647,0.5547760128974915,0.2704079747200012,80,26,T1PKS - T1PKS,T1PKS
89,BGC0000084.1,BGC0001670.1,0.1876700818538665,0.6598799228668213,0.875,0.7967687249183655,0.7142857313156128,0.2337979078292846,0.0962481871247291,91,26,T1PKS - T1PKS,T1PKS
90,BGC0000113.1,BGC0001742.1,0.4949756860733032,0.2550495564937591,0.6190476417541504,0.4677638411521911,0.6666666865348816,0.6021589636802673,0.3224676847457886,48,16,T1PKS - T1PKS,T1PKS
287,NC_018750.1.region008,NZ_CP029197.1.region008,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,19,0,CDPS - CDPS,CDPS
288,NZ_JAGIPC010000001.1.region011,NZ_WWHE01000001.1.region009,0.1821321994066238,0.6689077615737915,0.8999999761581421,0.8194513320922852,0.699999988079071,0.1805486530065536,0.0,10,0,siderophore - siderophore,siderophore
289,NZ_PDCL01000002.1.region012,NZ_WWHE01000001.1.region018,0.0715601667761802,0.8620005249977112,1.0,0.9262266159057616,1.0,0.073773369193077,0.0,10,0,siderophore - siderophore,siderophore
290,NZ_BNBE01000002.1.region008,NZ_CP027022.1.region020,0.3506694436073303,0.4216301739215851,0.3636363744735718,0.6594785451889038,0.3000000119209289,0.3405214548110962,0.0,5,0,ectoine - ectoine,ectoine
291,NZ_BNBE01000001.1.region010,NZ_CP029196.1.region009,0.1369518786668777,0.7448520660400391,0.7777777910232544,0.8662580847740173,0.75,0.1337419152259826,0.0,7,0,siderophore - siderophore,siderophore
292,NZ_KZ819170.1.region002,NZ_LQYF01000001.1.region010,0.004538903478533,0.9909427762031556,1.0,0.995320737361908,1.0,0.0046792821958661,0.0,10,0,melanin - melanin,melanin
293,BGC0000940.1,NZ_JAGIPC010000001.1.region011,0.2921577095985412,0.5010406970977783,1.0,0.6988064646720886,1.0,0.301193505525589,0.0,7,0,siderophore - siderophore,siderophore
294,NZ_JAJNOJ010000002.1.region016,NZ_KZ819169.1.region001,0.06596290320158,0.8724253177642822,1.0,0.931997001171112,1.0,0.0680029913783073,0.0,10,0,siderophore - siderophore,siderophore
295,NZ_CP029196.1.region013,NZ_WWHE01000001.1.region014,0.0366233587265014,0.9280945658683776,1.0,0.9622439742088318,1.0,0.0377560406923294,0.0,40,0,butyrolactone - butyrolactone,butyrolactone
296,NZ_CP027022.1.region015,NZ_JAIHBQ010000001.1.region018,0.195466935634613,0.6472734808921814,1.0,0.8002058863639832,0.9166666865348816,0.1997940838336944,0.0,13,0,siderophore - siderophore,siderophore
297,NZ_CP029197.1.region009,NZ_JAJNOJ010000002.1.region023,0.0655902102589607,0.8731216788291931,1.0,0.9323812127113342,1.0,0.0676187723875045,0.0,13,0,siderophore - siderophore,siderophore
298,BGC0001384.1,BGC0001769.1,0.1195337325334549,0.7752208709716797,0.9677419066429138,0.878314733505249,0.9411764740943908,0.146670714020729,0.0685911253094673,34,4,T2PKS.oligosaccharide - T2PKS.oligosaccharide,T2PKS.oligosaccharide
299,NZ_CP029194.1.region010,NZ_JAAMPB010000002.1.region008,0.3186798393726349,0.4641971588134765,0.7333333492279053,0.6818095445632935,0.6315789222717285,0.3181904554367065,0.0,18,0,NRPS.butyrolactone - butyrolactone,
300,NZ_CP029194.1.region016,NZ_CP059991.1.region020,0.0589621774852275,0.885552167892456,1.0,0.9392142295837402,1.0,0.0607857517898082,0.0,6,0,melanin - melanin,melanin
301,NZ_CP029197.1.region027,NZ_JAGIPC010000001.1.region028,0.0897272229194641,0.8285965323448181,1.0,0.9074977040290833,1.0,0.0925022885203361,0.0,12,0,melanin - melanin,melanin
302,BGC0000853.1,NZ_PDCL01000001.1.region007,0.2778716683387756,0.5214692950248718,0.5,0.731575608253479,0.375,0.2684244215488434,0.0,4,0,ectoine - ectoine,ectoine
303,BGC0000941.1,NZ_JAIHBQ010000001.1.region018,0.271842211484909,0.5302137732505798,1.0,0.7197502851486206,1.0,0.280249685049057,0.0,7,0,siderophore - siderophore,siderophore
304,NZ_JAAMPB010000001.1.region002,NZ_KZ819173.1.region001,0.0048426473513245,0.990338146686554,0.9545454382896424,0.9964134097099304,0.9545454382896424,0.0035866093821823,0.0,22,0,phenazine - phenazine.NRPS,
305,BGC0000940.1,NZ_KZ819171.1.region001,0.2754946947097778,0.5249079465866089,1.0,0.7159848809242249,1.0,0.2840151488780975,0.0,7,0,siderophore - siderophore,siderophore
306,NZ_JAAMPB010000001.1.region001,NZ_JAJNOJ010000002.1.region020,0.1850816309452057,0.664091944694519,0.8333333134651184,0.8150361180305481,0.800000011920929,0.1849638819694519,0.0,5,0,melanin - melanin,melanin
307,NZ_CP029196.1.region009,NZ_LQYF01000001.1.region013,0.1255214959383011,0.7647126317024231,1.0,0.8705964088439941,1.0,0.129403606057167,0.0,9,0,siderophore - siderophore,siderophore
308,NZ_CP023693.1.region009,NZ_PDCL01000001.1.region011,0.2524339556694031,0.5588549971580505,0.875,0.7439929842948914,0.8571428656578064,0.2560070157051086,0.0,8,0,siderophore - siderophore,siderophore
309,NZ_BNBE01000001.1.region001,NZ_CP018074.1.region001,0.3668642938137054,0.4008608162403106,0.3636363744735718,0.6427828073501587,0.3000000119209289,0.3572171628475189,0.0,5,0,ectoine - ectoine,ectoine
310,BGC0001453.1,NZ_JAAMPB010000001.1.region004,0.3238036334514618,0.4572415053844452,1.0,0.6661818027496338,1.0,0.3338181972503662,0.0,7,0,siderophore - siderophore,siderophore
311,NZ_CP029197.1.region012,NZ_WWHE01000001.1.region012,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,8,1,butyrolactone - butyrolactone,butyrolactone
312,NC_018750.1.region027,NZ_JAGIPC010000001.1.region028,0.0897272229194641,0.8285965323448181,1.0,0.9074977040290833,1.0,0.0925022885203361,0.0,12,0,melanin - melanin,melanin
313,NZ_CP027022.1.region012,NZ_CP059991.1.region020,0.2032370716333389,0.6348311901092529,0.7142857313156128,0.8022592663764954,0.5714285969734192,0.1977407187223434,0.0,6,0,melanin - melanin,melanin
314,NZ_LQYF01000001.1.region006,NZ_PDCL01000002.1.region009,0.1833031177520752,0.6669937968254089,0.9090909361839294,0.8135509490966797,0.9230769276618958,0.1864490360021591,0.0,13,0,NRPS.butyrolactone - butyrolactone,
315,NC_018750.1.region018,NZ_JAJNOJ010000002.1.region016,0.0403292067348957,0.9209680557250975,1.0,0.9584234952926636,1.0,0.0415765009820461,0.0,10,0,siderophore - siderophore,siderophore
316,NZ_BNBE01000002.1.region010,NZ_PDCL01000001.1.region009,0.0138750318437814,0.9724424481391908,0.6666666865348816,0.9950233101844788,0.7142857313156128,0.0049767144955694,0.0,6,0,butyrolactone - butyrolactone,butyrolactone
317,NZ_CP023693.1.region013,NZ_JAJNOJ010000002.1.region016,0.0685954988002777,0.8675143718719482,1.0,0.9292829632759094,1.0,0.0707170069217681,0.0,10,0,siderophore - siderophore,siderophore
318,NZ_JAJNOJ010000002.1.region017,NZ_WWHE01000001.1.region017,0.4145895838737488,0.3427053391933441,0.5833333134651184,0.5848137736320496,0.6153846383094788,0.415186196565628,0.0,15,0,siderophore - siderophore,siderophore
319,NZ_JAIHBQ010000001.1.region009,NZ_PDCL01000002.1.region009,0.3600188493728637,0.409575879573822,0.6666666865348816,0.6411194801330566,0.5714285969734192,0.3588805198669433,0.0,13,0,butyrolactone - butyrolactone,butyrolactone
320,NC_018750.1.region017,NZ_JAGIPC010000001.1.region017,0.4122481942176819,0.3454521894454956,0.5833333134651184,0.5872275829315186,0.6153846383094788,0.412772387266159,0.0,15,0,siderophore - siderophore,siderophore
321,NZ_JAIHBQ010000001.1.region016,NZ_JAJNOJ010000002.1.region020,0.1795322746038437,0.6731672883033752,1.0,0.8149151802062988,1.0,0.1850848197937011,0.0,6,0,melanin - melanin,melanin
322,NZ_JAJNOJ010000002.1.region023,NZ_KZ819171.1.region001,0.1173223555088043,0.7791198492050171,0.7777777910232544,0.8864946961402893,0.75,0.1135052889585495,0.0,7,0,siderophore - siderophore,siderophore
323,BGC0000853.1,NZ_JAIHBQ010000001.1.region026,0.2711156904697418,0.531272292137146,0.3333333432674408,0.7423674464225769,0.2727272808551788,0.2576325535774231,0.0,4,0,ectoine - ectoine,ectoine
324,NZ_BNBE01000002.1.region008,NZ_KZ819172.1.region004,0.3506694436073303,0.4216301739215851,0.3636363744735718,0.6594785451889038,0.3000000119209289,0.3405214548110962,0.0,5,0,ectoine - ectoine,ectoine
325,NZ_BNBE01000001.1.region003,NZ_CP029196.1.region019,0.3896983563899994,0.3724680840969085,0.6666666865348816,0.6113075017929077,0.5333333611488342,0.3886924684047699,0.0,14,0,butyrolactone - butyrolactone.T2PKS,
326,NZ_CP023693.1.region013,NZ_JAIHBQ010000001.1.region013,0.0569825284183025,0.8892819285392761,1.0,0.9412551522254944,1.0,0.058744877576828,0.0,10,0,siderophore - siderophore,siderophore
327,NZ_CP029194.1.region013,NZ_WWHE01000001.1.region018,0.0553862787783145,0.8922950625419617,1.0,0.9429007172584534,1.0,0.0570992566645145,0.0,10,0,siderophore - siderophore,siderophore
328,NZ_BNBE01000001.1.region003,NZ_PDCL01000002.1.region009,0.0012481617741286,0.997505247592926,1.0,0.9987132549285888,1.0,0.0012867647456005,0.0,14,0,butyrolactone - butyrolactone,butyrolactone
